0.727,42067,14025,8711,18401,,,,,,,,,,,,,
0.619,35336,22635,8092,14673,,,,,,,,,,,,,
0.78,7094,2043,15737,55899,,,,,,,,,,,,,
0.726,15269,13234,13918,56495,,,,,,,,,,,,,
0.738,23104,8464,9067,26361,,,,,,,,,,,,,
0.634,20389,14471,9575,21280,,,,,,,,,,,,,
0.71,44094,17255,7900,17539,,,,,,,,,,,,,
0.637,30539,16045,8967,13444,,,,,,,,,,,,,
0.803,7181,1878,16897,69123,,,,,,,,,,,,,
0.706,24911,16755,12078,44396,,,,,,,,,,,,,
0.725,15879,6827,9868,28056,,,,,,,,,,,,,
0.648,24158,14578,10041,21110,,,,,,,,,,,,,
0.681,44069,19101,8684,15139,,,,,,,,,,,,,
0.68,25093,12919,8797,21037,,,,,,,,,,,,,
0.819,7530,1828,16125,73701,,,,,,,,,,,,,
0.7,30197,17794,10470,35883,,,,,,,,,,,,,
0.688,13818,7136,11580,27392,,,,,,,,,,,,,
0.679,28965,14108,9065,20100,,,,,,,,,,,,,
0.658,44208,20577,8974,12588,,,,,,,,,,,,,
0.717,17885,10440,9542,32799,,,,,,,,,,,,,
0.8,6161,3698,16129,73099,,,,,,,,,,,,,
0.702,31271,15944,9873,29446,,,,,,,,,,,,,
0.673,16500,9044,11045,24880,,,,,,,,,,,,,
0.701,33768,13071,9762,19876,,,,,,,,,,,,,
0.628,43861,23726,7737,9334,,,,,,,,,,,,,
0.764,11213,5782,11771,45523,,,,,,,,,,,,,
0.786,8187,5741,15484,69692,,,,,,,,,,,,,
0.685,27843,15166,9395,25665,,,,,,,,,,,,,
0.664,19291,10328,10582,21975,,,,,,,,,,,,,
0.716,40258,14184,9164,18749,,,,,,,,,,,,,
0.612,37779,23759,8107,12446,,,,,,,,,,,,,
0.785,7082,2047,14905,54656,,,,,,,,,,,,,
0.735,12984,12036,14245,59759,,,,,,,,,,,,,
0.734,24931,9354,9139,26129,,,,,,,,,,,,,
0.636,19876,13813,9629,21094,,,,,,,,,,,,,
0.713,43442,16781,7964,18043,,,,,,,,,,,,,
0.636,32046,17354,8980,13874,,,,,,,,,,,,,
0.796,7006,2051,16487,65542,,,,,,,,,,,,,
0.707,22022,16037,12798,47584,,,,,,,,,,,,,
0.739,18248,6768,9343,27252,,,,,,,,,,,,,
0.642,22829,14860,9933,21714,,,,,,,,,,,,,
0.684,44177,18794,8696,15323,,,,,,,,,,,,,
0.664,26977,13635,8896,17631,,,,,,,,,,,,,
0.823,7317,1663,15927,74277,,,,,,,,,,,,,
0.698,29701,17907,11217,37470,,,,,,,,,,,,,
0.698,13486,6799,11111,27951,,,,,,,,,,,,,
0.673,27926,14073,9293,20103,,,,,,,,,,,,,
0.667,44167,20018,8850,13564,,,,,,,,,,,,,
0.701,19439,11605,9304,29597,,,,,,,,,,,,,
0.808,6503,2808,16221,73603,,,,,,,,,,,,,
0.7,31598,16736,9853,30558,,,,,,,,,,,,,
0.677,15588,8449,11304,25748,,,,,,,,,,,,,
0.7,32402,13181,9302,20080,,,,,,,,,,,,,
0.63,44007,23197,8523,10069,,,,,,,,,,,,,
0.758,12927,6937,10700,42328,,,,,,,,,,,,,
0.79,7729,4855,15925,70520,,,,,,,,,,,,,
0.687,28375,15744,9383,26858,,,,,,,,,,,,,
0.663,18998,9951,10914,22011,,,,,,,,,,,,,
0.714,38362,13852,9322,19527,,,,,,,,,,,,,
0.616,39677,24671,7371,11806,,,,,,,,,,,,,
0.778,7923,2249,14808,51700,,,,,,,,,,,,,
0.745,10785,10836,14433,62999,,,,,,,,,,,,,
0.729,26792,10399,9109,25790,,,,,,,,,,,,,
0.633,19307,13218,10168,21086,,,,,,,,,,,,,
0.718,42869,15684,8270,18114,,,,,,,,,,,,,
0.635,33283,19013,8159,14069,,,,,,,,,,,,,
0.789,7126,2232,16361,62518,,,,,,,,,,,,,
0.71,19605,15018,13639,50425,,,,,,,,,,,,,
0.742,20067,7355,8911,26795,,,,,,,,,,,,,
0.641,21877,14695,9838,21945,,,,,,,,,,,,,
0.694,44531,18264,8437,15933,,,,,,,,,,,,,
0.643,28351,14870,8737,14150,,,,,,,,,,,,,
0.822,7089,1493,16116,74485,,,,,,,,,,,,,
0.696,28477,17779,11895,39399,,,,,,,,,,,,,
0.706,13669,6593,10799,28194,,,,,,,,,,,,,
0.666,26728,14111,9518,20436,,,,,,,,,,,,,
0.674,43803,19605,8664,14574,,,,,,,,,,,,,
0.689,21571,12522,9076,26202,,,,,,,,,,,,,
0.816,6989,1916,16322,73954,,,,,,,,,,,,,
0.701,31320,17554,9655,32345,,,,,,,,,,,,,
0.678,14818,7831,11768,26398,,,,,,,,,,,,,
0.695,31015,13465,9094,20273,,,,,,,,,,,,,
0.639,44297,22200,8904,10693,,,,,,,,,,,,,
0.747,14538,8396,9781,39172,,,,,,,,,,,,,
